company,date,rating,pros,cons,type,id,year,date2
Cancer Research UK,"Sep 7, 2018",4,"Had many different roles, good customer interaction exposure. Good experience overall","Very informal management style can lead to inefficiency, sometimes confusion.",Charities,1334,2018,2018-09-07
Cancer Research UK,"Sep 7, 2018",1,"Good work-life balance, people leave as soon as they can mostly before 5.30pm.
Good location and nice office space","Working at this organisation was confusing and made me feel crazy. Having now left, I've been able to process what happened with less negative emotions.

Managers and staff appear nice. They say the right things. They run open door sessions and are often asking staff at department meets about your hopes & fears and how things can be improved. They smile and bring in sweet treats. So, why does it feel so wrong working...",Charities,1335,2018,2018-09-07
Cancer Research UK,"Sep 11, 2018",5,"Friendly Work Environment
For a good cause",I did not experience any problems while volunteering there,Charities,1336,2018,2018-09-11
Cancer Research UK,"Sep 21, 2018",4,Friendly and relaxed. Flexible working.,Not enough career progression opportunities.,Charities,1337,2018,2018-09-21
Cancer Research UK,"Sep 21, 2018",5,"Working with intelligent, motivated and inspirational individuals towards a shared amazing aim. Lots of training and internal development opportunities. I managed to progress quickly across teams as CRUK prefers to hire internally. So once you’re, you’re in!",A bit of a fluffy culture. Sometimes I felt that that delayed efficiencies.,Charities,1338,2018,2018-09-21
Cancer Research UK,"Sep 25, 2018",4,"Great atmosphere, really nice people to work",Informal management which can lead to confusion at times,Charities,1339,2018,2018-09-25
Cancer Research UK,"Nov 4, 2018",2,Dynamic place to work and able to train and learn in different teams,Too much collaboration and lack of decision making,Charities,1340,2018,2018-11-04
Cancer Research UK,"Nov 5, 2018",2,You can help make a difference,Pay is not competitive at all. Management does not look out for your interests in an academic environment,Charities,1341,2018,2018-11-05
Cancer Research UK,"Nov 10, 2018",5,"Fantastic culture, employee engagement and management. A fun yet professional environment and lovely offices",I personally didn't find a role to progress into so left for another charity,Charities,1342,2018,2018-11-10
Cancer Research UK,"Nov 10, 2018",4,"Great office environment, friendly co-workers, overall good place to work at","Not sure about potential for future development, may be quite stagnant",Charities,1343,2018,2018-11-10
Cancer Research UK,"Nov 13, 2018",3,"good work life balance, interesting people",poor opportunities for career development,Charities,1344,2018,2018-11-13
Cancer Research UK,"Nov 21, 2018",1,There are some amazing shop managers and volunteers and some great customers. Its a good start for gaining experience in retail.,"Under appreciated, very stressful. Work load is always increasing but the pay doesn't. Very little chance of career progression. You can take on more responsibilities within your role but that just adds to the stress of your already stressful job. Very little help with recruitment of volunteers.",Charities,1345,2018,2018-11-21
Cancer Research UK,"Nov 23, 2018",2,"The feel good factor of working for a charity over a regular chain store helps, working with volunteers (as opposed to regular paid employees) is refreshing and insightful","A few months down the line you realise its at your own expense, more responsibilities and stress, no support from head office who constantly cut staff and pressure you to take up more than you can handle. Employee benefits are not accesible, nobody at HR knows how to utilise them.",Charities,1346,2018,2018-11-23
Cancer Research UK,"Nov 27, 2018",1,Work life balance is good - very flexible.,"Working at CRUK was confusing and mentally tiring for so many reasons:

- So much evidence of politics within the Tech department and often petty comments/actions made by some staff rather than just getting on with your job. 

- Favouritism is a problem where by favourites were promoted. Internal roles (i.e. for promotions) were not always advertised. Cliques formed as if in a high school.

- There was always so...",Charities,1347,2018,2018-11-27
Cancer Research UK,"Dec 1, 2018",4,"-friendly work environment
-management let's you decide about which tasks you'd like to take on",-some team members might not pull their weight,Charities,1348,2018,2018-12-01
Cancer Research UK,"Dec 5, 2018",4,"Development opportunities, fundraising events, supportive staff, useful mentoring scheme, modern offices, good work-life balance","Low salary - but high in comparison to other charities, poor career progression opportunities.",Charities,1349,2018,2018-12-05
Cancer Research UK,"Dec 11, 2018",5,"Team Friendly and Hard working  
Flexible 
Manager was supportive",No improvements needed !!!,Charities,1350,2018,2018-12-11
Cancer Research UK,"Jan 3, 2019",4,Friendly and supportive teams. The organisation is ambitious and the patients/research is inspiring.,"Poor change management, poor senior leadership at times, things get pulled apart by too many stakeholders",Charities,1351,2019,2019-01-03
Cancer Research UK,"Jan 20, 2019",1,Some great people work here,There are two CIOs here (the real CIO thinks there is only one!),Charities,1352,2019,2019-01-20
Cancer Research UK,"Jan 28, 2019",4,"Flexible hours, interesting work, cutting edge","Long hours, lack of respect, bullying",Charities,1353,2019,2019-01-28
Cancer Research UK,"Feb 11, 2019",3,The Staff was really good,It was far from house,Charities,1354,2019,2019-02-11
Cancer Research UK,"Feb 25, 2019",5,"Friendly environment 
Good Management 
Rewarding",Not really any as was a volunteer,Charities,1355,2019,2019-02-25
Cancer Research UK,"Feb 26, 2019",4,"- Good atmosphere and morale
- Flexible working
- Interesting work","- No big concerns, but process could be made easier to transfer roles internally",Charities,1356,2019,2019-02-26
Cancer Research UK,"Feb 28, 2019",4,"Superiors are always friendly, and everyone takes time to teach you things. There is a great culture and I have found lots of opportunities to take on interesting projects.","Lots of new people are joining, which may be a good or bad thing.",Charities,1357,2019,2019-02-28
Cancer Research UK,"Feb 28, 2019",3,"The charity's mission and scientific strategic focus, excellent national and international reputation for quality research and expert communications.","For a long time this was my dream job, but a spate of poor strategic decision-making and unfortunate external senior hires over the past few years led to frustration, constant reorganisation and a loss of expertise.",Charities,1358,2019,2019-02-28
